	Sentence_A	Sentence_B	origin	frequency	freq_cat	pair_id	rating_anticonic_causal	rating_iconic_causal	rating_anticonic_temporal	rating_iconic_temporal	human_preferred_connective	human_preferred_connective_desc	human_preferred_connective_unrel	relation_human	order_human	condition_human	additional_dimension	connected_sent	tested_order	tested_relation	tested_connective
370	Cindy cheated to win the lottery.	Cindy can finally book a vacation around the world.	origin	0	1_rare	11	1.6666666666666667	7.2	4.466666666666667	5.066666666666666	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	Cindy cheated to win the lottery, because Cindy can finally book a vacation around the world.	B,A	Causal	because
371	Cindy cheated to win the lottery.	Cindy can finally book a vacation around the world.	origin	0	1_rare	11	1.6666666666666667	7.2	4.466666666666667	5.066666666666666	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	Cindy cheated to win the lottery, so Cindy can finally book a vacation around the world.	A,B	Causal	so
384	Fred believes that women should take care of the house.	Fred does not allow his wife to work as CEO.	origin	6	2_uncommon	12	5.0	9.066666666666666	2.8	3.6666666666666665	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	Fred believes that women should take care of the house, after Fred does not allow his wife to work as ceo.	B,A	Temporal	after
385	Fred believes that women should take care of the house.	Fred does not allow his wife to work as CEO.	origin	6	2_uncommon	12	5.0	9.066666666666666	2.8	3.6666666666666665	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	Fred believes that women should take care of the house, because Fred does not allow his wife to work as ceo.	B,A	Causal	because
386	Fred believes that women should take care of the house.	Fred does not allow his wife to work as CEO.	origin	6	2_uncommon	12	5.0	9.066666666666666	2.8	3.6666666666666665	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	Fred believes that women should take care of the house, then Fred does not allow his wife to work as ceo.	A,B	Temporal	then
387	Fred believes that women should take care of the house.	Fred does not allow his wife to work as CEO.	origin	6	2_uncommon	12	5.0	9.066666666666666	2.8	3.6666666666666665	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	Fred believes that women should take care of the house, so Fred does not allow his wife to work as ceo.	A,B	Causal	so
400	Fred does not allow his wife to work as CEO.	Fred believes that women should take care of the house.	origin	7	2_uncommon	12	9.6	4.8	2.6666666666666665	2.2	because	anticonic_caus	because	Causal	B,A	Causal-B,A	socially_challenging	Fred does not allow his wife to work as ceo, so Fred believes that women should take care of the house.	A,B	Causal	so
401	Fred does not allow his wife to work as CEO.	Fred believes that women should take care of the house.	origin	7	2_uncommon	12	9.6	4.8	2.6666666666666665	2.2	because	anticonic_caus	because	Causal	B,A	Causal-B,A	socially_challenging	Fred does not allow his wife to work as ceo, then Fred believes that women should take care of the house.	A,B	Temporal	then
402	Fred does not allow his wife to work as CEO.	Fred believes that women should take care of the house.	origin	7	2_uncommon	12	9.6	4.8	2.6666666666666665	2.2	because	anticonic_caus	because	Causal	B,A	Causal-B,A	socially_challenging	Fred does not allow his wife to work as ceo, after Fred believes that women should take care of the house.	B,A	Temporal	after
403	Fred does not allow his wife to work as CEO.	Fred believes that women should take care of the house.	origin	7	2_uncommon	12	9.6	4.8	2.6666666666666665	2.2	because	anticonic_caus	because	Causal	B,A	Causal-B,A	socially_challenging	Fred does not allow his wife to work as ceo, because Fred believes that women should take care of the house.	B,A	Causal	because
416	Brad runs the red light.	Brad wanted to go home to watch the football match.	origin	6	2_uncommon	13	9.133333333333333	2.0	3.333333333333333	4.066666666666666	because	anticonic_caus	because	Causal	B,A	Causal-B,A	socially_challenging	Brad runs the red light, because Brad wanted to go home to watch the football match.	B,A	Causal	because
417	Brad runs the red light.	Brad wanted to go home to watch the football match.	origin	6	2_uncommon	13	9.133333333333333	2.0	3.333333333333333	4.066666666666666	because	anticonic_caus	because	Causal	B,A	Causal-B,A	socially_challenging	Brad runs the red light, then Brad wanted to go home to watch the football match.	A,B	Temporal	then
418	Brad runs the red light.	Brad wanted to go home to watch the football match.	origin	6	2_uncommon	13	9.133333333333333	2.0	3.333333333333333	4.066666666666666	because	anticonic_caus	because	Causal	B,A	Causal-B,A	socially_challenging	Brad runs the red light, so Brad wanted to go home to watch the football match.	A,B	Causal	so
419	Brad runs the red light.	Brad wanted to go home to watch the football match.	origin	6	2_uncommon	13	9.133333333333333	2.0	3.333333333333333	4.066666666666666	because	anticonic_caus	because	Causal	B,A	Causal-B,A	socially_challenging	Brad runs the red light, after Brad wanted to go home to watch the football match.	B,A	Temporal	after
432	Brad wanted to go home to watch the football match.	Brad runs the red light.	origin	1	1_rare	13	1.4666666666666666	6.533333333333333	2.8666666666666667	5.2	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	Brad wanted to go home to watch the football match, because Brad runs the red light.	B,A	Causal	because
433	Brad wanted to go home to watch the football match.	Brad runs the red light.	origin	1	1_rare	13	1.4666666666666666	6.533333333333333	2.8666666666666667	5.2	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	Brad wanted to go home to watch the football match, after Brad runs the red light.	B,A	Temporal	after
434	Brad wanted to go home to watch the football match.	Brad runs the red light.	origin	1	1_rare	13	1.4666666666666666	6.533333333333333	2.8666666666666667	5.2	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	Brad wanted to go home to watch the football match, so Brad runs the red light.	A,B	Causal	so
435	Brad wanted to go home to watch the football match.	Brad runs the red light.	origin	1	1_rare	13	1.4666666666666666	6.533333333333333	2.8666666666666667	5.2	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	Brad wanted to go home to watch the football match, then Brad runs the red light.	A,B	Temporal	then
448	Luca's father forced him obey to the precepts of his religion.	Luca's father is very religious.	origin	0	1_rare	14	8.333333333333334	4.733333333333333	2.6666666666666665	2.6	because	anticonic_caus	because	Causal	B,A	Causal-B,A	socially_challenging	Luca's father forced him obey to the precepts of his religion, after Luca's father is very religious.	B,A	Temporal	after
449	Luca's father forced him obey to the precepts of his religion.	Luca's father is very religious.	origin	0	1_rare	14	8.333333333333334	4.733333333333333	2.6666666666666665	2.6	because	anticonic_caus	because	Causal	B,A	Causal-B,A	socially_challenging	Luca's father forced him obey to the precepts of his religion, because Luca's father is very religious.	B,A	Causal	because
450	Luca's father forced him obey to the precepts of his religion.	Luca's father is very religious.	origin	0	1_rare	14	8.333333333333334	4.733333333333333	2.6666666666666665	2.6	because	anticonic_caus	because	Causal	B,A	Causal-B,A	socially_challenging	Luca's father forced him obey to the precepts of his religion, so Luca's father is very religious.	A,B	Causal	so
451	Luca's father forced him obey to the precepts of his religion.	Luca's father is very religious.	origin	0	1_rare	14	8.333333333333334	4.733333333333333	2.6666666666666665	2.6	because	anticonic_caus	because	Causal	B,A	Causal-B,A	socially_challenging	Luca's father forced him obey to the precepts of his religion, then Luca's father is very religious.	A,B	Temporal	then
464	Luca's father is very religious.	Luca's father forced him obey to the precepts of his religion.	origin	0	1_rare	14	5.533333333333333	9.2	2.466666666666667	6.8	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	Luca's father is very religious, because Luca's father forced him obey to the precepts of his religion.	B,A	Causal	because
465	Luca's father is very religious.	Luca's father forced him obey to the precepts of his religion.	origin	0	1_rare	14	5.533333333333333	9.2	2.466666666666667	6.8	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	Luca's father is very religious, then Luca's father forced him obey to the precepts of his religion.	A,B	Temporal	then
466	Luca's father is very religious.	Luca's father forced him obey to the precepts of his religion.	origin	0	1_rare	14	5.533333333333333	9.2	2.466666666666667	6.8	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	Luca's father is very religious, after Luca's father forced him obey to the precepts of his religion.	B,A	Temporal	after
467	Luca's father is very religious.	Luca's father forced him obey to the precepts of his religion.	origin	0	1_rare	14	5.533333333333333	9.2	2.466666666666667	6.8	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	Luca's father is very religious, so Luca's father forced him obey to the precepts of his religion.	A,B	Causal	so
480	Bob believes in the tooth fairy.	Bob is very childish.	origin	0	1_rare	15	7.8	6.4	1.8	3.2666666666666666	because	anticonic_caus	because	Causal	B,A	Causal-B,A	socially_challenging	Bob believes in the tooth fairy, then Bob is very childish.	A,B	Temporal	then
481	Bob believes in the tooth fairy.	Bob is very childish.	origin	0	1_rare	15	7.8	6.4	1.8	3.2666666666666666	because	anticonic_caus	because	Causal	B,A	Causal-B,A	socially_challenging	Bob believes in the tooth fairy, because Bob is very childish.	B,A	Causal	because
482	Bob believes in the tooth fairy.	Bob is very childish.	origin	0	1_rare	15	7.8	6.4	1.8	3.2666666666666666	because	anticonic_caus	because	Causal	B,A	Causal-B,A	socially_challenging	Bob believes in the tooth fairy, after Bob is very childish.	B,A	Temporal	after
483	Bob believes in the tooth fairy.	Bob is very childish.	origin	0	1_rare	15	7.8	6.4	1.8	3.2666666666666666	because	anticonic_caus	because	Causal	B,A	Causal-B,A	socially_challenging	Bob believes in the tooth fairy, so Bob is very childish.	A,B	Causal	so
496	Bob is very childish.	Bob believes in the tooth fairy.	origin	0	1_rare	15	7.933333333333334	8.866666666666667	2.333333333333333	2.8	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	Bob is very childish, because Bob believes in the tooth fairy.	B,A	Causal	because
497	Bob is very childish.	Bob believes in the tooth fairy.	origin	0	1_rare	15	7.933333333333334	8.866666666666667	2.333333333333333	2.8	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	Bob is very childish, after Bob believes in the tooth fairy.	B,A	Temporal	after
498	Bob is very childish.	Bob believes in the tooth fairy.	origin	0	1_rare	15	7.933333333333334	8.866666666666667	2.333333333333333	2.8	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	Bob is very childish, so Bob believes in the tooth fairy.	A,B	Causal	so
499	Bob is very childish.	Bob believes in the tooth fairy.	origin	0	1_rare	15	7.933333333333334	8.866666666666667	2.333333333333333	2.8	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	Bob is very childish, then Bob believes in the tooth fairy.	A,B	Temporal	then
512	Gary decided to copy the History essay rather than write it by himself.	Gary does not like to study History.	origin	0	1_rare	16	9.266666666666667	4.466666666666667	2.333333333333333	2.333333333333333	because	anticonic_caus	because	Causal	B,A	Causal-B,A	socially_challenging	Gary decided to copy the history essay rather than write it by himself, because Gary does not like to study history.	B,A	Causal	because
513	Gary decided to copy the History essay rather than write it by himself.	Gary does not like to study History.	origin	0	1_rare	16	9.266666666666667	4.466666666666667	2.333333333333333	2.333333333333333	because	anticonic_caus	because	Causal	B,A	Causal-B,A	socially_challenging	Gary decided to copy the history essay rather than write it by himself, then Gary does not like to study history.	A,B	Temporal	then
514	Gary decided to copy the History essay rather than write it by himself.	Gary does not like to study History.	origin	0	1_rare	16	9.266666666666667	4.466666666666667	2.333333333333333	2.333333333333333	because	anticonic_caus	because	Causal	B,A	Causal-B,A	socially_challenging	Gary decided to copy the history essay rather than write it by himself, so Gary does not like to study history.	A,B	Causal	so
515	Gary decided to copy the History essay rather than write it by himself.	Gary does not like to study History.	origin	0	1_rare	16	9.266666666666667	4.466666666666667	2.333333333333333	2.333333333333333	because	anticonic_caus	because	Causal	B,A	Causal-B,A	socially_challenging	Gary decided to copy the history essay rather than write it by himself, after Gary does not like to study history.	B,A	Temporal	after
528	Gary does not like to study History.	Gary decided to copy the History essay rather than write it by himself.	origin	0	1_rare	16	2.066666666666667	8.2	3.933333333333333	4.333333333333333	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	Gary does not like to study history, after Gary decided to copy the history essay rather than write it by himself.	B,A	Temporal	after
529	Gary does not like to study History.	Gary decided to copy the History essay rather than write it by himself.	origin	0	1_rare	16	2.066666666666667	8.2	3.933333333333333	4.333333333333333	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	Gary does not like to study history, because Gary decided to copy the history essay rather than write it by himself.	B,A	Causal	because
530	Gary does not like to study History.	Gary decided to copy the History essay rather than write it by himself.	origin	0	1_rare	16	2.066666666666667	8.2	3.933333333333333	4.333333333333333	so	iconic_caus	so	Causal	A,B	Causal-A,B	socially_challenging	Gary does not like to study history, then Gary decided to copy the history essay rather than write it by himself.	A,B	Temporal	then
